          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
          (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0)
         
node   1 sent_total   1685  recv_total   1573

node   2  (   1,    0) (   0,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   4,    1) (   2,    3) (   0,    4)
          (   0,   10) (   0,    4) (   0,    0) (  20,    1) (  30,   13) (  40,   34) (  20,   42) (   0,   20) (   0,    0) (  20,    1)
          (  30,   13) (  40,   34) (  20,   42) (   0,   20) (   0,    0) (  20,    1) (  30,   13) (  40,   34) (  20,   42) (   0,   20)
          (   0,    0) (  20,    1) (  30,   13) (  40,   34) (  20,   42) (   0,   20) (   0,    0) (  20,    1) (  30,   13) (  40,   34)
          (  20,   42) (   0,   20) (   0,    0) (  20,    1) (  30,   13) (  40,   34) (  20,   42) (   0,   20) (   0,    0) (  20,    1)
          (  30,   13) (  32,   34) (  18,   37) (   0,   16) (   0,    1) (  17,    1) (  28,   12) (  27,   29) (  28,   34) (   0,   22)
          (   0,    1) (  17,    1) (  29,   11) (  23,   26) (  24,   38) (   0,   19) (   0,    0) (  16,    1) (  25,   12) (  35,   31)
          (  19,   31) (   0,   25) (   0,    0) (  18,    1) (  29,   10) (  34,   31) (  17,   39) (   0,   22) (   0,    0) (  19,    1)
          (  27,   11) (  19,   26) (  38,   35) (   0,   22) (   0,    2) (  17,    1) (  20,   10) (  48,   30) (  19,   37) (   0,   22)
          (   0,    1) (  18,    1) (  27,   11) (  34,   31) (   9,   34) (   9,   18) (   0,    2) (   9,    0) (  37,    8) (  27,   32)
          (  28,   38) (   0,   20) (   0,    0) (   6,    0) (  24,    3) (  39,   22) (  18,   38) (   0,   19) (   0,    1) (   9,    0)
          (  24,    3) (  36,   26) (  16,   34) (   0,   16) (   0,    3) (  10,    0) (  28,    3) (  34,   27) (  17,   39) (   0,   16)
          (   0,    0) (   6,    0) (  18,    2) (  42,   23) (  16,   33) (   0,   22) (   0,    1) (   7,    0) (  24,    3) (  34,   27)
          (   9,   32) (   8,   20) (   0,    1) (   9,    0) (  23,    3) (  32,   26) (  18,   33) (   0,   16) (   0,    1) (   7,    0)
          (  25,    3) (  26,   27) (  16,   36) (   0,   14) (   0,    4) (   9,    0) (  16,    2) (  28,   24) (  16,   27) (   7,   15)
          (   0,    2) (   7,    0) (  14,    2) (  36,   26) (  15,   35) (   0,   19) (   0,    0) (   9,    0) (  27,    3) (  26,   26)
          (  21,   30) (   0,   18) (   0,    3) (   9,    0) (  25,    3) (  34,   30) (   7,   28) (   7,   18) (   0,    4) (   7,    0)
          (  14,    2) (  41,   27) (  18,   37) (   0,   14) (   0,    3) (   8,    0) (  18,    2) (  37,   24) (  15,   34) (   0,   21)
          (   0,    0) (   7,    0) (  26,    3) (  33,   25) (   9,   35) (   8,   16) (   0,    2) (   7,    0) (  22,    3) (  30,   19)
          (  15,   38) (   0,   18) (   0,    1) (   8,    0) (  16,    2) (  31,   26) (  25,   33) (   0,   18) (   0,    0) (   7,    0)
          (  25,    3) (  25,   24) (  27,   33) (   0,   18) (   0,    4) (   7,    0) (  16,    2) (  43,   23) (  17,   39) (   0,   18)
          (   0,    2) (   8,    0) (  21,    3) (  32,   25) (   8,   33) (   9,   15) (   0,    4) (   9,    0) (  18,    2) (  42,   28)
          (  16,   30) (   0,   20) (   0,    2) (   8,    0) (  17,    2) (  42,   24) (  16,   35) (   0,   20) (   0,    0) (   9,    0)
          (  23,    3) (  30,   26) (  16,   27) (   0,   18) (   0,    1) (   9,    0) (  23,    3) (  26,   26) (  25,   34) (   0,   21)
          (   0,    1) (   8,    0) (  17,    2) (  40,   25) (   9,   34) (   8,   18) (   0,    4) (   9,    0) (  16,    2) (  42,   25)
          (   9,   37) (   8,   18) (   0,    2) (   7,    0) (  16,    2) (  38,   22) (  17,   33) (   0,   15) (   0,    4) (   9,    0)
          (  15,    2) (  32,   26) (  25,   32) (   0,   23) (   0,    0) (   8,    0) (  26,    3) (  32,   24) (  17,   35) (   0,   16)
          (   0,    0) (   8,    0) (  23,    3) (  16,   26) (  34,   32) (   0,   21) (   0,    0) (   9,    0) (  16,    2) (  40,   26)
          (  18,   35) (   0,   20) (   0,    1) (   9,    0) (  25,    3) (  29,   29) (   9,   30) (   8,   19) (   0,    2) (   9,    0)
          (  23,    3) (  25,   29) (  27,   30) (   0,   21) (   0,    0) (   9,    0) (  21,    3) (  33,   26) (  15,   34) (   0,   20)
          (   0,    2) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
          (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0)
          (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18)
          (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
          (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0)
          (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18)
          (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
          (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0)
          (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18)
          (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
          (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0)
          (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18)
          (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
          (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0)
          (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18)
          (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
          (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0)
          (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18)
          (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
          (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0)
          (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18)
          (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
          (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0)
          (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18)
          (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
          (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0)
          (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18)
          (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
          (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0)
          (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18)
          (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
          (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0)
          (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18)
          (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
          (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0)
          (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18)
          (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
          (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0)
          (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18)
          (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
         
node   2 sent_total  10247  recv_total  10234

node   3  (   1,    0) (   0,    0) (   0,    1) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   4,    1) (   2,    3) (   0,    4)
          (   0,   10) (   0,    4) (   0,    0) (  20,    1) (  30,   13) (  40,   34) (  20,   42) (   0,   20) (   0,    0) (  20,    1)
          (  30,   13) (  40,   34) (  20,   42) (   0,   20) (   0,    0) (  20,    1) (  30,   13) (  40,   34) (  20,   42) (   0,   20)
          (   0,    0) (  20,    1) (  30,   13) (  40,   34) (  20,   42) (   0,   20) (   0,    0) (  20,    1) (  30,   13) (  40,   34)
          (  20,   42) (   0,   20) (   0,    0) (  20,    1) (  30,   13) (  40,   34) (  20,   42) (   0,   20) (   0,    0) (  20,    1)
          (  30,   13) (  38,   34) (  20,   36) (   0,   15) (   0,    1) (  18,    1) (  25,   12) (  29,   28) (  25,   34) (   0,   21)
          (   0,    1) (  17,    1) (  25,   12) (  36,   27) (  18,   39) (   0,   19) (   0,    0) (  19,    1) (  27,   10) (  37,   26)
          (  18,   32) (   0,   26) (   0,    0) (  19,    1) (  27,   10) (  37,   29) (  17,   39) (   0,   19) (   0,    1) (  19,    1)
          (  27,   12) (  37,   28) (  19,   38) (   0,   20) (   0,    2) (  19,    1) (  26,   12) (  27,   30) (  19,   33) (   8,   23)
          (   0,    1) (  17,    1) (  29,   10) (  24,   32) (  27,   39) (   0,   21) (   0,    2) (  19,    1) (  28,   10) (  38,   32)
          (  17,   40) (   0,   19) (   0,    0) (   7,    0) (  18,    2) (  42,   22) (  19,   39) (   0,   18) (   0,    0) (  10,    0)
          (   8,    1) (  57,   26) (  10,   34) (  10,   14) (   0,    4) (   9,    0) (  30,    3) (  37,   26) (  17,   33) (   0,   16)
          (   0,    0) (   9,    0) (  23,    3) (  35,   24) (  16,   34) (   0,   20) (   0,    1) (   9,    0) (  22,    3) (  15,   22)
          (  34,   37) (   0,   20) (   0,    0) (   7,    0) (  17,    2) (  33,   26) (  24,   37) (   0,   20) (   0,    1) (   9,    0)
          (  16,    2) (  30,   27) (  26,   39) (   0,   15) (   0,    4) (   7,    0) (  22,    3) (  35,   29) (  17,   34) (   0,   19)
          (   0,    1) (   9,    0) (  23,    3) (  32,   28) (  15,   34) (   0,   19) (   0,    0) (   5,    0) (  17,    2) (  39,   24)
          (  13,   35) (   0,   18) (   0,    3) (   9,    0) (  27,    3) (  16,   25) (  18,   28) (  18,   18) (   0,    4) (   9,    0)
          (  26,    3) (  22,   22) (  22,   36) (   0,   16) (   0,    3) (   6,    0) (  17,    2) (  34,   22) (  23,   36) (   0,   20)
          (   0,    0) (   9,    0) (  15,    2) (  42,   25) (  16,   37) (   0,   13) (   0,    2) (   8,    0) (  25,    3) (  25,   22)
          (  26,   34) (   0,   18) (   0,    1) (   8,    0) (  24,    3) (  23,   24) (  25,   36) (   0,   20) (   0,    0) (   7,    0)
          (  24,    3) (  24,   24) (   8,   30) (  17,   17) (   0,    3) (   6,    0) (  26,    3) (  36,   25) (  18,   38) (   0,   19)
          (   0,    2) (   9,    0) (  24,    3) (  32,   28) (   9,   33) (   9,   11) (   0,    4) (   8,    0) (  25,    3) (  25,   26)
          (  17,   30) (   9,   21) (   0,    2) (   7,    0) (  25,    3) (  24,   24) (  22,   32) (   0,   23) (   0,    0) (   9,    0)
          (  23,    3) (  18,   25) (  26,   34) (   8,   18) (   0,    2) (   8,    0) (  23,    3) (  33,   28) (  18,   31) (   0,   20)
          (   0,    1) (   9,    0) (  24,    3) (  26,   27) (  18,   32) (   8,   17) (   0,    3) (   8,    0) (  23,    3) (  32,   26)
          (  17,   35) (   0,   15) (   0,    3) (   9,    0) (  27,    3) (  26,   22) (  22,   33) (   0,   17) (   0,    4) (   8,    0)
          (  25,    3) (  17,   25) (  33,   33) (   0,   22) (   0,    0) (   9,    0) (  25,    3) (  24,   26) (  25,   35) (   0,   18)
          (   0,    0) (   9,    0) (  27,    3) (  34,   27) (  17,   31) (   0,   21) (   0,    0) (   6,    0) (  25,    3) (  24,   25)
          (  24,   35) (   0,   20) (   0,    1) (   9,    0) (  27,    3) (  25,   27) (  18,   30) (   8,   16) (   0,    1) (   8,    0)
          (  21,    3) (  33,   25) (  16,   32) (   0,   21) (   0,    0) (   8,    0) (  26,    3) (  23,   27) (  13,   30) (   8,   18)
          (   0,    1) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
          (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0)
          (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18)
          (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
          (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0)
          (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18)
          (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
          (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0)
          (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18)
          (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
          (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0)
          (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18)
          (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
          (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0)
          (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18)
          (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
          (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0)
          (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18)
          (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
          (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0)
          (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18)
          (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31)
          (  18,   38) (   0,   18) (   0,    0) (   9,    0) (  27,    3) (  36,   31) (  18,   38) (   0,   18) (   0,    0) (   9,    0)
